id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_freekick_total,att_ibox_miss,att_lf_total,att_lg_centre,att_miss_high,att_miss_left,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_pass,interception,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,second_goal_assist,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_flick_on,accurate_launches,accurate_pull_back,accurate_through_ball,att_bx_centre,att_goal_high_left,att_hd_goal,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_target,att_miss_right,att_obox_post,att_post_high,big_chance_created,big_chance_missed,big_chance_scored,clean_sheet,draws,effective_head_clearance,error_lead_to_shot,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,penalty_won,pen_goals_conceded,post_scoring_att,shield_ball_oop,six_yard_block,total_fastbreak,total_flick_on,total_pull_back,total_through_ball,att_bx_left,att_miss_high_left,att_one_on_one,att_sv_high_centre,assist_pass_lost,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_target,att_goal_low_right,att_hd_miss,att_hd_target,att_ibox_post,att_lf_goal,att_miss_high_right,att_obox_goal,att_obxd_right,att_obx_right,att_post_right,att_rf_goal,att_setpiece,shot_fastbreak,att_sv_high_right,att_cmiss_high_left,att_goal_high_right,assist_penalty_won,att_cmiss_high,att_goal_low_centre,att_sv_high_left,error_lead_to_goal,foul_throw_in,att_goal_high_centre,att_goal_low_left,att_lg_right,att_obxd_left,att_pen_goal,att_pen_target,goal_assist_deadball,goal_assist_setplay,att_hd_post,clearance_off_line,own_goals,att_freekick_post,attempts_ibox,att_cmiss_high_right,att_obp_goal,att_obx_left,att_post_left,touches_in_opp_box,red_card,second_yellow,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,goal_kicks,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_keeper_sweeper,assist_attempt_saved,attempts_obox,goal_fastbreak,cross_not_claimed,dive_catch,gk_smother,good_high_claim,penalty_faced,penalty_save,stand_save,total_high_claim,assist_blocked_shot,assist_free_kick_won,assist_handball_won,assist_own_goal,att_lg_left,dangerous_play,att_pen_miss,assist_post,att_pen_post
4356,281795.0,Anthony Pilkington,Anthony,Pilkington,1988-06-06,England,Ireland,11.0,M,Left/Right Winger,22,0.0,79.0,3.0,1.0,4.0,3.0,,106.0,18.0,7.0,181.0,10.0,13.0,12.0,15.0,2.0,96.0,66.0,3.0,,1.0,1.0,4.0,7.0,,2.0,2.0,3.0,4.0,2.0,9.0,13.0,2.0,8.0,,2.0,1.0,67.0,20.0,3.0,19.0,5.0,13.0,4.0,7.0,5.0,12.0,68.0,46.0,3.0,6.0,20.0,1.0,16.0,1.0,65.0,10.0,19.0,18.0,1.0,1.0,17.0,7.0,7.0,,30.0,27.0,13.0,9.0,6.0,831.0,2.0,2.0,4.0,218.0,1.0,52.0,20.0,18.0,123.0,123.0,2.0,11.0,7.0,19.0,70.0,,8.0,48.0,167.0,12.0,4.0,88.0,10.0,6.0,31.0,4.0,17.0,13.0,75.0,161.0,8.0,19.0,15.0,2.0,232.0,17.0,8.0,5.0,13.0,10.0,408.0,24.0,24.0,9.0,3.0,15.0,6.0,7.0,2.0,6.0,,,,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,,,,1.0,,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,7.0,,,,,,,2.0,10.0,,3.0,1.0,,,,,,2.0,,,1.0,,,1.0,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,256947.0,Ange-Freddy Plumain,Ange-Freddy,Plumain,1995-03-02,France,France,11.0,M,Left Winger,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292,13347.0,Ellis Plummer,Ellis,Plummer,1994-09-02,England,England,26.0,D,Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,256266.0,Lukas Podolski,Lukas,Podolski,1985-06-04,Poland,Germany,10.0,F,Left/Centre/Right Striker,22,0.0,135.0,3.0,,3.0,3.0,,401.0,53.0,7.0,533.0,12.0,14.0,18.0,20.0,6.0,89.0,68.0,6.0,,,1.0,7.0,36.0,,2.0,5.0,3.0,4.0,4.0,11.0,34.0,1.0,1.0,6.0,1.0,,173.0,34.0,1.0,18.0,10.0,11.0,,21.0,2.0,18.0,59.0,53.0,1.0,16.0,59.0,1.0,9.0,,122.0,14.0,11.0,10.0,1.0,,31.0,4.0,4.0,,98.0,26.0,17.0,5.0,,1172.0,2.0,6.0,19.0,594.0,,170.0,20.0,15.0,136.0,135.0,6.0,9.0,19.0,18.0,207.0,,12.0,222.0,527.0,12.0,8.0,147.0,4.0,17.0,13.0,,23.0,23.0,260.0,476.0,3.0,57.0,10.0,5.0,600.0,41.0,9.0,6.0,18.0,13.0,814.0,18.0,18.0,11.0,12.0,6.0,22.0,14.0,,5.0,,1.0,2.0,15.0,,,4.0,7.0,8.0,7.0,8.0,3.0,,,2.0,4.0,3.0,3.0,3.0,12.0,,8.0,8.0,2.0,2.0,2.0,12.0,2.0,,,,,,1.0,1.0,,,1.0,15.0,4.0,4.0,12.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,,,1.0,4.0,2.0,2.0,1.0,8.0,,,,,,,2.0,1.0,,,,,1.0,1.0,3.0,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
4671,53272.0,Goran Popov,Goran,Popov,1984-10-02,,,3.0,D,Left Full Back,22,0.0,25.0,4.0,,1.0,1.0,,24.0,,2.0,48.0,7.0,2.0,,2.0,,4.0,12.0,,,,,,,,,,,,,,,,,,,,6.0,4.0,,1.0,,,,1.0,1.0,,3.0,2.0,,9.0,16.0,,,,39.0,1.0,3.0,2.0,1.0,,3.0,1.0,1.0,,,13.0,8.0,,,83.0,,,,64.0,,20.0,2.0,2.0,19.0,19.0,,4.0,,1.0,19.0,,,11.0,48.0,,,33.0,8.0,9.0,3.0,,2.0,2.0,17.0,33.0,6.0,,9.0,,64.0,,1.0,1.0,,8.0,87.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,3.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,19514.0,Daniel Potts,Daniel,Potts,1994-04-13,England,England,3.0,D,Left Full Back,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540,160091.0,Nick Powell,Nick,Powell,1994-03-23,England,England,25.0,M,Centre Attacking Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,268421.0,Dan Gosling,Dan,Gosling,1990-02-01,England,England,16.0,M,Centre/Right Central Midfielder,22,0.0,70.0,9.0,,1.0,1.0,,97.0,8.0,8.0,166.0,,6.0,7.0,8.0,4.0,38.0,14.0,5.0,,,,4.0,3.0,,2.0,1.0,1.0,1.0,,2.0,3.0,,1.0,,,,29.0,30.0,2.0,9.0,1.0,6.0,1.0,2.0,,2.0,22.0,31.0,2.0,4.0,21.0,,5.0,,68.0,4.0,9.0,7.0,2.0,,12.0,16.0,16.0,,50.0,30.0,25.0,5.0,1.0,361.0,2.0,3.0,,191.0,,24.0,28.0,9.0,42.0,42.0,5.0,6.0,19.0,9.0,48.0,1.0,5.0,34.0,162.0,6.0,5.0,78.0,17.0,4.0,8.0,1.0,3.0,2.0,48.0,120.0,,8.0,12.0,,195.0,6.0,3.0,4.0,18.0,,271.0,2.0,2.0,1.0,3.0,5.0,1.0,10.0,1.0,3.0,,1.0,,3.0,,,2.0,,,,,2.0,,,,1.0,,,,3.0,,,,,,,3.0,,,,2.0,,,,,,,,6.0,2.0,3.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,6353.0,Yoan Gouffran,Yoan,Gouffran,1986-05-25,France,France,20.0,M,Left/Right Winger,22,385.0,369.0,27.0,2.0,7.0,5.0,,495.0,47.0,37.0,857.0,3.0,66.0,68.0,35.0,8.0,226.0,142.0,25.0,,4.0,1.0,10.0,13.0,,3.0,6.0,10.0,5.0,3.0,19.0,43.0,7.0,32.0,3.0,4.0,4.0,251.0,165.0,5.0,56.0,17.0,21.0,7.0,33.0,12.0,46.0,198.0,164.0,5.0,30.0,97.0,3.0,35.0,2.0,244.0,31.0,45.0,37.0,8.0,1.0,108.0,33.0,33.0,,209.0,81.0,50.0,17.0,2.0,2620.0,10.0,18.0,18.0,1014.0,,179.0,120.0,43.0,353.0,353.0,8.0,61.0,96.0,56.0,321.0,,17.0,222.0,847.0,36.0,28.0,413.0,45.0,30.0,57.0,5.0,52.0,47.0,301.0,664.0,3.0,51.0,50.0,5.0,1025.0,52.0,17.0,4.0,58.0,3.0,1501.0,39.0,39.0,18.0,15.0,21.0,16.0,49.0,3.0,20.0,,2.0,1.0,14.0,1.0,2.0,7.0,7.0,6.0,9.0,3.0,3.0,1.0,,5.0,8.0,4.0,2.0,3.0,21.0,2.0,6.0,3.0,3.0,1.0,3.0,21.0,2.0,1.0,,13.0,,,2.0,2.0,4.0,1.0,3.0,53.0,2.0,8.0,7.0,1.0,3.0,,,2.0,,2.0,,,,2.0,3.0,2.0,1.0,3.0,2.0,,,,,1.0,3.0,2.0,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
4076,180305.0,Elliot Grandin,Elliot,Grandin,1987-10-17,France,France,12.0,M,Left Winger,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,285236.0,Jack Grealish,Jack,Grealish,1995-09-10,England,England,10.0,M,Left/Centre/Right Attacking Midfielder,22,0.0,,,,,,,5.0,,,5.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,2.0,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,,2.0,,1.0,,4.0,,1.0,1.0,,,,,,,,1.0,,,2.0,4.0,,1.0,,,,,,,,2.0,5.0,,,,,5.0,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,161339.0,Jack Grimmer,Jack,Grimmer,1994-01-25,Scotland,Scotland,2.0,D,Right Full Back,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,313130.0,Adlène Guédioura,Adlène,Guédioura,1985-11-12,France,Algeria,6.0,M,Centre Central Midfielder,22,0.0,37.0,4.0,1.0,3.0,2.0,1.0,77.0,10.0,6.0,111.0,,10.0,4.0,8.0,2.0,33.0,18.0,2.0,2.0,,2.0,,2.0,1.0,,2.0,5.0,5.0,2.0,11.0,8.0,1.0,11.0,2.0,1.0,,14.0,23.0,1.0,6.0,5.0,4.0,2.0,2.0,4.0,11.0,41.0,20.0,1.0,5.0,34.0,3.0,10.0,1.0,53.0,4.0,5.0,4.0,1.0,,14.0,8.0,8.0,,32.0,20.0,11.0,6.0,1.0,317.0,2.0,2.0,3.0,146.0,,19.0,38.0,7.0,72.0,72.0,1.0,6.0,16.0,6.0,50.0,,5.0,37.0,109.0,4.0,4.0,40.0,15.0,5.0,13.0,2.0,9.0,7.0,59.0,118.0,4.0,12.0,15.0,,149.0,13.0,3.0,4.0,7.0,1.0,236.0,6.0,6.0,4.0,1.0,5.0,1.0,5.0,,,1.0,,,,,,,,,1.0,2.0,3.0,,,,,,,1.0,2.0,,,,,,,2.0,,1.0,,1.0,1.0,,1.0,,2.0,,,8.0,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,276870.0,Magaye Gueye,Magaye,Gueye,1990-07-06,France,Senegal,,F,Forward,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,130561.0,John Guidetti,John,Guidetti,1992-04-15,Sweden,Sweden,10.0,F,Centre Striker,22,0.0,1.0,2.0,,,,,7.0,1.0,,8.0,,2.0,1.0,6.0,,9.0,3.0,,,,,,1.0,,,,,,,,1.0,,,,,,2.0,2.0,,,1.0,,,,,1.0,4.0,2.0,,,1.0,1.0,1.0,,4.0,,,,,,6.0,,,,4.0,,,2.0,,60.0,,,,16.0,,2.0,2.0,2.0,19.0,19.0,1.0,,1.0,,6.0,,,3.0,8.0,,,1.0,2.0,,,,,,9.0,15.0,,1.0,,,16.0,1.0,1.0,6.0,,,32.0,9.0,9.0,2.0,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619,6450.0,Guly do Prado,Guilherme,do Prado Raymundo,1981-12-31,Brazil,Brazil,21.0,M,Left/Centre/Right Attacking Midfielder,22,0.0,9.0,,,,,,27.0,3.0,,36.0,1.0,1.0,2.0,9.0,3.0,5.0,5.0,1.0,,,,,1.0,,,,,,,,3.0,1.0,1.0,2.0,,1.0,12.0,6.0,,,,1.0,,1.0,2.0,2.0,11.0,7.0,,4.0,3.0,,5.0,,7.0,,2.0,2.0,,,1.0,2.0,2.0,,5.0,1.0,1.0,1.0,,76.0,1.0,,3.0,43.0,,5.0,12.0,3.0,17.0,17.0,1.0,1.0,4.0,,19.0,,,18.0,36.0,,1.0,12.0,,4.0,4.0,,3.0,3.0,21.0,34.0,,4.0,1.0,,43.0,3.0,,9.0,3.0,1.0,69.0,2.0,2.0,,6.0,2.0,,3.0,,,,,,2.0,,,1.0,,,3.0,1.0,,,,,2.0,,,2.0,4.0,1.0,,,,,,4.0,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
4736,6606.0,Aron Gunnarsson,Aron,Gunnarsson,1989-04-22,Iceland,Iceland,17.0,M,Centre Defensive Midfielder,22,138.0,178.0,8.0,,1.0,1.0,,228.0,6.0,23.0,405.0,2.0,42.0,28.0,23.0,7.0,198.0,153.0,12.0,,,,7.0,1.0,,3.0,2.0,6.0,1.0,,7.0,15.0,1.0,13.0,1.0,,1.0,88.0,48.0,3.0,21.0,7.0,27.0,,2.0,2.0,13.0,105.0,93.0,3.0,40.0,62.0,2.0,23.0,,182.0,17.0,33.0,26.0,7.0,,81.0,27.0,27.0,,119.0,70.0,43.0,12.0,6.0,1539.0,7.0,7.0,3.0,507.0,11.0,52.0,86.0,9.0,163.0,163.0,3.0,15.0,30.0,21.0,131.0,,8.0,85.0,392.0,13.0,14.0,201.0,16.0,40.0,13.0,,4.0,4.0,138.0,323.0,7.0,8.0,33.0,1.0,520.0,18.0,7.0,6.0,34.0,2.0,760.0,22.0,22.0,23.0,5.0,9.0,2.0,27.0,1.0,6.0,1.0,,1.0,9.0,,,4.0,1.0,1.0,2.0,1.0,2.0,,,2.0,2.0,1.0,2.0,6.0,18.0,,1.0,1.0,2.0,,2.0,18.0,,2.0,1.0,1.0,,,,,,,,18.0,,2.0,1.0,,1.0,,,,1.0,,,,,1.0,4.0,,,,1.0,,,,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,105966.0,Jonás Gutiérrez,Jonás,Gutiérrez,1983-07-05,Argentina,Argentina,24.0,M,Left/Right Attacking Midfielder,22,24.0,16.0,2.0,,3.0,3.0,,51.0,,1.0,64.0,4.0,4.0,4.0,6.0,1.0,25.0,14.0,3.0,,,,2.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,11.0,16.0,1.0,9.0,1.0,3.0,,7.0,6.0,7.0,18.0,30.0,1.0,2.0,22.0,4.0,5.0,1.0,40.0,3.0,5.0,4.0,1.0,2.0,7.0,7.0,7.0,,12.0,12.0,8.0,4.0,,260.0,2.0,1.0,,82.0,1.0,32.0,8.0,6.0,49.0,49.0,2.0,6.0,8.0,9.0,24.0,,2.0,26.0,60.0,5.0,3.0,19.0,6.0,2.0,4.0,,14.0,14.0,41.0,82.0,3.0,,3.0,,87.0,3.0,3.0,3.0,15.0,5.0,169.0,4.0,4.0,8.0,2.0,3.0,1.0,12.0,,,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,154466.0,Bradley Guzan,Bradley,Guzan,1984-09-09,United States,United States,1.0,G,Goalkeeper,22,38.0,169.0,5.0,,,,,293.0,,329.0,462.0,,2.0,11.0,38.0,1.0,281.0,216.0,3.0,1.0,,,,,,,,,,,,,,,,,,,429.0,,1.0,,2.0,,,,,5.0,17.0,,31.0,396.0,,1.0,,859.0,38.0,61.0,51.0,10.0,,,,,1.0,39.0,1072.0,435.0,20.0,22.0,3420.0,3.0,2.0,,565.0,,163.0,79.0,17.0,698.0,698.0,,59.0,,1.0,60.0,,,124.0,287.0,,5.0,205.0,5.0,31.0,,,,,354.0,753.0,603.0,,808.0,,958.0,,,,2.0,,1699.0,1.0,1.0,7.0,10.0,,1.0,2.0,1.0,,234.0,,,,,,,,,,,,,,1.0,,,9.0,8.0,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,168.0,25.0,110.0,16.0,61.0,348.0,273.0,112.0,15.0,62.0,48.0,110.0,8.0,28.0,,,,4.0,7.0,5.0,97.0,6.0,1.0,4.0,102.0,,,,,,,,,
4545,315404.0,Massadio Haïdara,Massadio,Haïdara,1992-12-02,France,Mali,21.0,D,Left Full Back,22,0.0,65.0,6.0,,2.0,2.0,,74.0,,1.0,137.0,39.0,4.0,9.0,11.0,2.0,50.0,23.0,1.0,,,1.0,,3.0,,,,2.0,,1.0,3.0,2.0,,,1.0,,,30.0,16.0,4.0,10.0,2.0,3.0,,19.0,5.0,8.0,29.0,31.0,4.0,27.0,19.0,1.0,6.0,,62.0,3.0,14.0,11.0,3.0,,18.0,14.0,14.0,,7.0,28.0,17.0,7.0,6.0,426.0,,1.0,1.0,167.0,1.0,63.0,4.0,10.0,85.0,85.0,,7.0,9.0,10.0,71.0,,,29.0,136.0,7.0,1.0,76.0,14.0,27.0,14.0,,24.0,24.0,41.0,118.0,5.0,,8.0,,170.0,3.0,,8.0,10.0,43.0,345.0,6.0,6.0,6.0,2.0,6.0,5.0,7.0,2.0,,,,,,,,,,,,1.0,,,,,,,,2.0,18.0,,,,,,,18.0,,1.0,,4.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249,294153.0,Reece Hall-Johnson,Reece,Hall-Johnson,1995-05-09,England,England,2.0,D,Right Full Back,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,30923.0,Dean Hammond,Dean,Hammond,1983-03-07,England,England,,M,Centre Central Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,58037.0,Brede Hangeland,Brede,Hangeland,1981-06-20,Norway,Norway,4.0,D,Centre Central Defender,22,150.0,497.0,49.0,,,,,177.0,,96.0,674.0,2.0,27.0,57.0,23.0,1.0,211.0,149.0,2.0,,,,2.0,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,45.0,84.0,4.0,11.0,,12.0,,,1.0,6.0,55.0,97.0,4.0,183.0,105.0,,9.0,,378.0,23.0,41.0,35.0,6.0,,76.0,37.0,37.0,,171.0,218.0,135.0,13.0,15.0,1906.0,1.0,1.0,1.0,799.0,16.0,58.0,74.0,11.0,162.0,162.0,,64.0,20.0,11.0,224.0,,3.0,46.0,656.0,4.0,2.0,531.0,99.0,183.0,14.0,,1.0,1.0,112.0,288.0,31.0,,144.0,,818.0,4.0,3.0,,24.0,2.0,1136.0,4.0,4.0,6.0,6.0,11.0,1.0,20.0,,,6.0,,,3.0,,,3.0,,,1.0,,1.0,,,,1.0,,3.0,4.0,128.0,2.0,,,,,,128.0,,7.0,8.0,,,,2.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
